Date: 07-04 at 05:55:17, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1651.94(13) mean: 3729.96, max: 4669.11
Date: 07-04 at 05:56:57, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1584.03(13) mean: 3679.31, max: 4656.72
Date: 07-04 at 05:58:34, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1560.82(13) mean: 1746.27, max: 1865.22
Date: 07-04 at 06:00:11, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1533.70(12) mean: 1788.55, max: 1950.27
Date: 07-04 at 06:01:47, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1767.91, max: 1940.86
Date: 07-04 at 06:03:22, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1840.14, max: 2036.81
Date: 07-04 at 06:05:03, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1902.76, max: 2093.90
Date: 07-04 at 06:06:45, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1848.21, max: 2070.94
Date: 07-04 at 06:08:23, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1630.15, max: 1737.07
Date: 07-04 at 06:10:06, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1667.56, max: 1774.87
Date: 07-04 at 06:11:52, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1625.45, max: 1751.35
Date: 07-04 at 06:13:33, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1599.46, max: 1773.11
Date: 07-04 at 06:15:12, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1578.63, max: 1666.71
Date: 07-04 at 06:16:56, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1509.17(11) mean: 1560.26, max: 1642.69
