Date: 07-04 at 06:06:40, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1777.81(6) mean: 3556.19, max: 4420.31
Date: 07-04 at 06:07:37, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1581.17(6) mean: 3145.78, max: 4011.85
Date: 07-04 at 06:08:45, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1548.25(6) mean: 2634.24, max: 3794.48
Date: 07-04 at 06:09:46, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1548.25(6) mean: 2102.10, max: 2923.55
Date: 07-04 at 06:10:46, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1548.25(6) mean: 1769.65, max: 2303.67
Date: 07-04 at 06:11:51, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1519.91(9) mean: 1612.11, max: 1811.84
Date: 07-04 at 06:12:51, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1501.21(9) mean: 1553.31, max: 1636.31
Date: 07-04 at 06:14:00, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1483.77(9) mean: 1574.63, max: 1674.94
Date: 07-04 at 06:15:06, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1465.72(9) mean: 1552.54, max: 1636.90
Date: 07-04 at 06:16:07, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1465.72(9) mean: 1596.01, max: 1714.91
Date: 07-04 at 06:17:23, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1465.72(9) mean: 1595.68, max: 1784.09
Date: 07-04 at 06:18:25, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1458.08(10) mean: 1562.94, max: 1730.83
Date: 07-04 at 06:19:29, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1443.61(10) mean: 1514.80, max: 1594.52
Date: 07-04 at 06:20:52, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1438.87(9) mean: 1504.91, max: 1571.20
Date: 07-04 at 06:21:57, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1438.87(9) mean: 1486.34, max: 1574.30
Date: 07-04 at 06:23:19, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1438.87(9) mean: 1481.63, max: 1542.35
Date: 07-04 at 06:24:35, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1422.59(10) mean: 1493.83, max: 1588.57
Date: 07-04 at 06:25:45, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1418.27(10) mean: 1525.07, max: 1632.16
Date: 07-04 at 06:26:53, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1418.27(10) mean: 1543.28, max: 1654.69
Date: 07-04 at 06:28:13, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1418.27(10) mean: 1492.25, max: 1567.55
Date: 07-04 at 06:29:38, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1134.91 best obj: 1401.59(9) mean: 1448.44, max: 1485.86
