Date: 07-13 at 12:21:49, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1731.47(19) mean: 2604.05, max: 3494.98
Date: 07-13 at 12:22:51, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1629.50(18) mean: 2583.19, max: 3524.87
Date: 07-13 at 12:23:53, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1625.12(17) mean: 2504.91, max: 3012.53
Date: 07-13 at 12:24:56, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1625.12(17) mean: 2526.49, max: 3070.93
Date: 07-13 at 12:25:59, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1625.12(17) mean: 2552.46, max: 3124.99
Date: 07-13 at 12:27:05, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1625.12(17) mean: 2529.61, max: 3099.93
Date: 07-13 at 12:28:09, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1625.12(17) mean: 1796.75, max: 1904.59
Date: 07-13 at 12:29:13, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1615.05(17) mean: 1770.07, max: 1958.57
Date: 07-13 at 12:30:14, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1600.50(17) mean: 1809.48, max: 2035.96
Date: 07-13 at 12:31:15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1600.50(17) mean: 1857.02, max: 2072.96
Date: 07-13 at 12:32:17, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1583.28(16) mean: 1775.33, max: 2118.29
Date: 07-13 at 12:33:16, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1562.31(16) mean: 1676.84, max: 1800.75
Date: 07-13 at 12:34:19, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1556.64(16) mean: 1656.02, max: 1782.97
Date: 07-13 at 12:35:19, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1556.64(16) mean: 1693.00, max: 1836.85
Date: 07-13 at 12:36:21, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1547.29(16) mean: 1636.63, max: 1839.20
Date: 07-13 at 12:37:20, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1547.29(16) mean: 1612.84, max: 1691.22
Date: 07-13 at 12:38:19, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1615.10, max: 1695.12
Date: 07-13 at 12:39:17, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1652.69, max: 1742.52
Date: 07-13 at 12:40:14, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1667.75, max: 1811.42
Date: 07-13 at 12:41:13, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1614.25, max: 1707.23
Date: 07-13 at 12:42:12, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1590.70, max: 1689.24
Date: 07-13 at 12:43:12, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1603.70, max: 1726.77
Date: 07-13 at 12:44:11, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1643.57, max: 1810.58
Date: 07-13 at 12:45:09, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1610.54, max: 1744.01
Date: 07-13 at 12:46:08, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1645.29, max: 1774.79
Date: 07-13 at 12:47:08, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.90(16) mean: 1607.11, max: 1736.91
Date: 07-13 at 12:48:03, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1597.83, max: 1733.95
Date: 07-13 at 12:49:01, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1601.57, max: 1733.35
Date: 07-13 at 12:49:59, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1601.16, max: 1719.92
Date: 07-13 at 12:50:54, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1598.12, max: 1719.92
Date: 07-13 at 12:51:55, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1594.78, max: 1719.92
Date: 07-13 at 12:52:52, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1608.68, max: 1831.17
Date: 07-13 at 12:53:49, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1605.09, max: 1757.77
Date: 07-13 at 12:54:45, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1590.93, max: 1717.06
Date: 07-13 at 12:55:49, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1595.76, max: 1678.56
Date: 07-13 at 12:56:56, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1571.95, max: 1645.37
Date: 07-13 at 12:57:53, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1574.12, max: 1663.45
Date: 07-13 at 12:58:50, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1581.49, max: 1645.37
Date: 07-13 at 12:59:47, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1564.58, max: 1645.37
Date: 07-13 at 13:00:47, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1563.76, max: 1645.37
Date: 07-13 at 13:01:41, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1563.74, max: 1645.37
Date: 07-13 at 13:02:39, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1563.74, max: 1645.37
Date: 07-13 at 13:03:36, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1565.57, max: 1645.37
Date: 07-13 at 13:04:32, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1577.81, max: 1680.03
Date: 07-13 at 13:05:32, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1565.44, max: 1645.37
Date: 07-13 at 13:06:27, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1563.04, max: 1645.37
Date: 07-13 at 13:07:23, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1581.19, max: 1751.53
Date: 07-13 at 13:08:19, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1562.31, max: 1644.36
Date: 07-13 at 13:09:15, iter: 49, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1560.60, max: 1635.66
Date: 07-13 at 13:10:11, iter: 50, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.79, max: 1593.21
Date: 07-13 at 13:11:10, iter: 51, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.17, max: 1593.21
Date: 07-13 at 13:12:03, iter: 52, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.17, max: 1593.21
Date: 07-13 at 13:12:55, iter: 53, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.17, max: 1593.21
Date: 07-13 at 13:13:48, iter: 54, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.17, max: 1593.21
Date: 07-13 at 13:14:52, iter: 55, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.17, max: 1593.21
Date: 07-13 at 13:15:44, iter: 56, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1555.08, max: 1631.16
Date: 07-13 at 13:16:43, iter: 57, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1547.05, max: 1555.99
Date: 07-13 at 13:17:33, iter: 58, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.39, max: 1606.09
Date: 07-13 at 13:18:28, iter: 59, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.95, max: 1554.49
Date: 07-13 at 13:19:24, iter: 60, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.95, max: 1554.49
Date: 07-13 at 13:20:14, iter: 61, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1552.01, max: 1574.52
Date: 07-13 at 13:21:09, iter: 62, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:22:03, iter: 63, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:22:55, iter: 64, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:23:48, iter: 65, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:24:43, iter: 66, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:25:40, iter: 67, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.42, max: 1547.03
Date: 07-13 at 13:26:33, iter: 68, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1548.29, max: 1575.04
Date: 07-13 at 13:27:26, iter: 69, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1550.90, max: 1614.24
Date: 07-13 at 13:28:17, iter: 70, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.47, max: 1547.75
Date: 07-13 at 13:29:12, iter: 71, fix: false, local: true, cut car: false, new generate: false, Khoo: 1461.23 best obj: 1546.38(16) mean: 1546.39, max: 1546.51
