Date: 07-03 at 06:01:54, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1963.46(20) mean: 2926.38, max: 3263.66
Date: 07-03 at 06:03:33, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1922.59(19) mean: 2781.99, max: 3175.89
Date: 07-03 at 06:05:03, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1874.59(19) mean: 2808.68, max: 3237.58
Date: 07-03 at 06:06:43, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1868.74(18) mean: 2673.23, max: 3232.07
Date: 07-03 at 06:08:23, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1856.87(18) mean: 2336.04, max: 3147.07
Date: 07-03 at 06:10:03, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1856.87(18) mean: 2218.82, max: 3138.61
Date: 07-03 at 06:11:46, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1856.87(18) mean: 2221.39, max: 3163.22
Date: 07-03 at 06:13:25, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1816.30(20) mean: 2006.72, max: 2313.20
Date: 07-03 at 06:15:08, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1740.05(19) mean: 1979.71, max: 2303.33
Date: 07-03 at 06:16:49, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1910.67, max: 2061.23
Date: 07-03 at 06:18:24, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1921.28, max: 2109.94
Date: 07-03 at 06:20:02, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1995.40, max: 2143.25
Date: 07-03 at 06:21:37, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1964.41, max: 2156.45
Date: 07-03 at 06:23:26, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1841.96, max: 1896.83
Date: 07-03 at 06:24:59, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1736.27(18) mean: 1873.62, max: 1986.26
Date: 07-03 at 06:26:39, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1721.52(17) mean: 1799.87, max: 1896.41
Date: 07-03 at 06:28:08, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1721.52(17) mean: 1857.27, max: 1964.11
Date: 07-03 at 06:29:35, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1721.52(17) mean: 1865.19, max: 2008.40
Date: 07-03 at 06:31:19, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1704.93(17) mean: 1783.80, max: 1859.78
Date: 07-03 at 06:32:48, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1704.93(17) mean: 1821.57, max: 1923.85
Date: 07-03 at 06:34:32, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1763.35, max: 1843.00
Date: 07-03 at 06:36:15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1762.39, max: 1914.37
Date: 07-03 at 06:37:51, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1753.46, max: 1842.64
Date: 07-03 at 06:39:30, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1784.92, max: 1938.89
Date: 07-03 at 06:41:12, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1762.32, max: 1952.10
Date: 07-03 at 06:42:58, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1756.63, max: 1842.64
Date: 07-03 at 06:44:25, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1791.65, max: 1926.40
Date: 07-03 at 06:45:59, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1811.24, max: 1908.69
Date: 07-03 at 06:47:40, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1799.72, max: 1960.56
Date: 07-03 at 06:49:18, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1774.67, max: 1853.53
Date: 07-03 at 06:50:57, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1773.86, max: 1909.37
Date: 07-03 at 06:52:30, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1766.46, max: 1847.23
Date: 07-03 at 06:54:02, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1765.99, max: 1847.23
Date: 07-03 at 06:55:37, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1791.29, max: 1936.17
Date: 07-03 at 06:57:08, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1796.59, max: 1962.18
Date: 07-03 at 06:58:47, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1771.55, max: 1923.62
Date: 07-03 at 07:00:19, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1757.68, max: 1822.06
Date: 07-03 at 07:01:53, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1755.28, max: 1822.06
Date: 07-03 at 07:03:35, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1777.41, max: 1905.55
Date: 07-03 at 07:05:09, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1747.03, max: 1819.42
Date: 07-03 at 07:06:53, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1746.92, max: 1819.42
Date: 07-03 at 07:08:20, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1768.67, max: 1890.91
Date: 07-03 at 07:10:03, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1746.45, max: 1831.98
Date: 07-03 at 07:11:39, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1739.43, max: 1854.39
Date: 07-03 at 07:13:28, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 1623.58 best obj: 1698.48(17) mean: 1736.14, max: 1793.98
