Date: 07-12 at 22:39:31, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1507.81(10) mean: 3169.55, max: 4213.96
Date: 07-12 at 22:40:28, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1396.22(10) mean: 3007.25, max: 4134.90
Date: 07-12 at 22:41:29, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1377.65(10) mean: 2619.34, max: 3858.94
Date: 07-12 at 22:42:27, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1377.65(10) mean: 2330.62, max: 3303.88
Date: 07-12 at 22:43:29, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1377.65(10) mean: 2230.69, max: 3140.03
Date: 07-12 at 22:44:25, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1306.70(9) mean: 1423.68, max: 1594.74
Date: 07-12 at 22:45:27, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.73(9) mean: 1454.91, max: 1622.02
Date: 07-12 at 22:46:25, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.61(9) mean: 1506.16, max: 1673.54
Date: 07-12 at 22:47:26, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.61(9) mean: 1554.42, max: 1723.55
Date: 07-12 at 22:48:25, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.61(9) mean: 1364.12, max: 1497.81
Date: 07-12 at 22:49:26, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.61(9) mean: 1452.01, max: 1589.15
Date: 07-12 at 22:50:24, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1284.61(9) mean: 1382.92, max: 1526.83
Date: 07-12 at 22:51:21, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1270.78(10) mean: 1353.00, max: 1519.62
Date: 07-12 at 22:52:22, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1302.86, max: 1436.32
Date: 07-12 at 22:53:21, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1296.52, max: 1429.94
Date: 07-12 at 22:54:21, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1295.77, max: 1429.94
Date: 07-12 at 22:55:18, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1295.77, max: 1429.94
Date: 07-12 at 22:56:18, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1356.81, max: 1522.00
Date: 07-12 at 22:57:15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1357.58, max: 1421.69
Date: 07-12 at 22:58:15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1376.51, max: 1477.67
Date: 07-12 at 22:59:14, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1369.74, max: 1506.70
Date: 07-12 at 23:00:16, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1297.10, max: 1372.67
Date: 07-12 at 23:01:15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1287.96, max: 1354.75
Date: 07-12 at 23:02:17, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1286.59, max: 1354.75
Date: 07-12 at 23:03:14, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1290.10, max: 1322.31
Date: 07-12 at 23:04:14, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1346.40, max: 1434.69
Date: 07-12 at 23:05:10, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1254.94(9) mean: 1280.16, max: 1324.39
Date: 07-12 at 23:06:09, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1253.48(9) mean: 1278.57, max: 1331.07
Date: 07-12 at 23:07:05, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1253.48(9) mean: 1307.16, max: 1432.52
Date: 07-12 at 23:08:04, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1251.53(9) mean: 1271.79, max: 1333.49
Date: 07-12 at 23:09:03, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1250.45(9) mean: 1269.92, max: 1321.33
Date: 07-12 at 23:10:03, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1250.45(9) mean: 1269.03, max: 1312.34
Date: 07-12 at 23:10:57, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1247.65(9) mean: 1266.08, max: 1312.34
Date: 07-12 at 23:11:54, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1247.65(9) mean: 1325.59, max: 1410.56
Date: 07-12 at 23:12:49, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1247.65(9) mean: 1269.48, max: 1322.29
Date: 07-12 at 23:13:47, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1259.53, max: 1288.44
Date: 07-12 at 23:14:42, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1251.92, max: 1275.34
Date: 07-12 at 23:15:38, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1259.32, max: 1346.73
Date: 07-12 at 23:16:35, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1249.64, max: 1303.58
Date: 07-12 at 23:17:35, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1248.61, max: 1289.56
Date: 07-12 at 23:18:29, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1248.49, max: 1289.56
Date: 07-12 at 23:19:23, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1247.68, max: 1289.56
Date: 07-12 at 23:20:25, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1264.03, max: 1346.73
Date: 07-12 at 23:21:16, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1245.30, max: 1269.86
Date: 07-12 at 23:22:11, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1244.50, max: 1269.86
Date: 07-12 at 23:23:13, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1244.35, max: 1269.86
Date: 07-12 at 23:24:13, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1252.04, max: 1349.30
Date: 07-12 at 23:25:12, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1247.69, max: 1313.00
Date: 07-12 at 23:26:04, iter: 49, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:26:58, iter: 50, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:28:01, iter: 51, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:29:07, iter: 52, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:30:10, iter: 53, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:31:11, iter: 54, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:32:10, iter: 55, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:33:13, iter: 56, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:34:18, iter: 57, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:35:15, iter: 58, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:36:16, iter: 59, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1242.87, max: 1273.35
Date: 07-12 at 23:37:17, iter: 60, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:38:13, iter: 61, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:39:10, iter: 62, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:40:01, iter: 63, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:40:59, iter: 64, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:42:02, iter: 65, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:43:05, iter: 66, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:43:57, iter: 67, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:45:00, iter: 68, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:45:56, iter: 69, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:46:58, iter: 70, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:48:05, iter: 71, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:49:01, iter: 72, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:50:00, iter: 73, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:50:56, iter: 74, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
Date: 07-12 at 23:51:50, iter: 75, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.70(9) mean: 1240.70, max: 1240.70
