Date: 07-14 at 19:17:25, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1694.50(6) mean: 3604.14, max: 4392.12
Date: 07-14 at 19:18:09, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1476.42(9) mean: 3063.90, max: 4347.73
Date: 07-14 at 19:18:55, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1335.40(9) mean: 3052.77, max: 4301.41
Date: 07-14 at 19:19:30, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1319.68(9) mean: 2472.26, max: 3452.11
Date: 07-14 at 19:20:10, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1311.72(9) mean: 2317.81, max: 3088.45
Date: 07-14 at 19:20:46, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1278.57(9) mean: 2291.96, max: 3112.22
Date: 07-14 at 19:21:25, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 2184.50, max: 3101.92
Date: 07-14 at 19:22:11, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 1929.61, max: 3093.08
Date: 07-14 at 19:22:55, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 1527.32, max: 2968.30
Date: 07-14 at 19:23:39, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 1434.31, max: 1601.56
Date: 07-14 at 19:24:22, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 1460.22, max: 1589.07
Date: 07-14 at 19:25:08, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1255.72(9) mean: 1348.99, max: 1479.83
Date: 07-14 at 19:25:58, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1243.72(11) mean: 1329.67, max: 1478.44
Date: 07-14 at 19:26:44, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1231.83(11) mean: 1334.45, max: 1477.53
Date: 07-14 at 19:27:25, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1226.86(10) mean: 1325.04, max: 1469.05
Date: 07-14 at 19:28:03, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1203.37(10) mean: 1356.92, max: 1515.24
Date: 07-14 at 19:28:49, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1169.31(9) mean: 1307.11, max: 1458.20
Date: 07-14 at 19:29:41, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1169.31(9) mean: 1277.19, max: 1416.68
Date: 07-14 at 19:30:21, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1169.31(9) mean: 1267.39, max: 1396.42
Date: 07-14 at 19:31:03, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1169.31(9) mean: 1283.06, max: 1403.88
