Date: 07-14 at 21:10:39, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1633.40(6) mean: 3988.72, max: 4778.75
Date: 07-14 at 21:11:34, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1544.38(13) mean: 3715.11, max: 4741.37
Date: 07-14 at 21:12:23, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1369.83(11) mean: 3295.05, max: 4440.83
Date: 07-14 at 21:13:09, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1356.81(11) mean: 3083.43, max: 4197.12
Date: 07-14 at 21:13:58, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1356.81(11) mean: 2889.64, max: 3886.57
Date: 07-14 at 21:14:51, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1356.81(11) mean: 2548.87, max: 3601.06
Date: 07-14 at 21:15:39, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1356.81(11) mean: 2223.24, max: 3228.30
Date: 07-14 at 21:16:32, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1356.81(11) mean: 1803.71, max: 2709.28
Date: 07-14 at 21:17:20, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1279.85(11) mean: 1463.62, max: 2088.88
Date: 07-14 at 21:18:15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1240.72(11) mean: 1355.62, max: 1980.55
Date: 07-14 at 21:19:06, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1237.01(11) mean: 1350.27, max: 1483.34
Date: 07-14 at 21:19:54, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1228.52(11) mean: 1292.57, max: 1371.97
Date: 07-14 at 21:20:45, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1192.92(11) mean: 1270.89, max: 1373.06
Date: 07-14 at 21:21:30, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1192.61(11) mean: 1248.26, max: 1319.74
Date: 07-14 at 21:22:19, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1192.61(11) mean: 1261.80, max: 1339.56
Date: 07-14 at 21:23:16, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1192.61(11) mean: 1238.40, max: 1286.46
Date: 07-14 at 21:24:08, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1192.61(11) mean: 1280.96, max: 1355.86
Date: 07-14 at 21:25:10, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1095.64 best obj: 1161.25(11) mean: 1245.01, max: 1318.92
